TCID;ID;Title;Description;Author;Importance;Pos/Neg;Automation;TCMS Case ID;#;Step;Expected Result;Type;_polarion
1295;;;;;;;;;25;"Wait 10s, check terminal one
​​";"Virsh command exits in 10s.
 
 # time virsh pool-event --event lifecycle --loop --timeout 10
 event 'lifecycle' for storage pool default: Stopped
 event 'lifecycle' for storage pool default: Started
 event 'lifecycle' for storage pool default: Stopped
 event 'lifecycle' for storage pool default: Started
 event loop timed out
 events received: 4
 
 
 real    0m10.017s
 user    0m0.006s
 sys    0m0.003s
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;26;"--pool <string>  filter by storage pool name or uuid
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;27;"Prepare another storage pool:
 # cat /tmp/test.xml 
 <pool type='dir'>
   <name>test</name>
   <capacity unit='bytes'>160982630400</capacity>
   <allocation unit='bytes'>57103998976</allocation>
   <available unit='bytes'>103878631424</available>
   <source>
   </source>
   <target>
     <path>/var/lib/libvirt/images1</path>
     <permissions>
       <mode>0711</mode>
       <owner>0</owner>
       <group>0</group>
       <label>system_u:object_r:virt_image_t:s0</label>
     </permissions>
   </target>
 </pool>
 
 # mkdir -p /var/lib/libvirt/images1
 
 # virsh pool-define /tmp/test.xml
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;28;"In terminal one:
 #  virsh pool-event --event lifecycle --loop --pool default
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;29;"In terminal two:
 # virsh pool-event --event lifecycle --loop --pool test
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;30;"In terminal three:
 # virsh pool-start test
 Pool test started
 
 # virsh pool-destroy test
 Pool test destroyed
 
 # virsh pool-destroy default
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;31;"Check terminal one
​​";"Virsh command outputs the event of pool default:
 
 #  virsh pool-event --event lifecycle --loop --pool default
 event 'lifecycle' for storage pool default: Stopped
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;32;"Check terminal two
​​";"Virsh command outputs the two events of pool test
 
 # virsh pool-event --event lifecycle --loop --pool test
 event 'lifecycle' for storage pool test: Stopped
 event 'lifecycle' for storage pool test: Started
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1296;RHEL7-59117;[resume] [RHEVM] Resume a suspended vm;Bug 894723 - libvirt: cannot resume a suspended vm - vm is shut down;Fangge Jin (fjin);Medium;Positive;Not Automated;;1; 1. prepare one running health vm;​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59117
1296;;;;;;;;;2;"2. suspend vm
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59117
1296;;;;;;;;;3;"3. resume vm
​​";"vm is resumed successfully
​​";;RedHatEnterpriseLinux7/RHEL7-59117
1297;RHEL7-59118;Check client resource usage of virtlogd when save&restore guest;"Verify client resource(nclients) is occupied and released correctly when save&restore guest
 Bug 1325080 - Virtlogd doesn't release client resource after guest restore from a saved file.";Yan Fu (yafu);Medium;Positive;Not Automated;;1;"Set debug log for virtlogd in /etc/libvirt/virtlogd.conf:
 
 log_level = 1
 log_outputs=""1:file:/var/log/libvirt/virtlogd.log""";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59118
1297;;;;;;;;;2;"Start a guest:
  #virsh start rhel7.3";​​;;RedHatEnterpriseLinux7/RHEL7-59118
1297;;;;;;;;;3;"Track the virtlogd log:
  #tailf /var/log/libvirt/virtlogd.log | grep -i nclient";​​;;RedHatEnterpriseLinux7/RHEL7-59118
1297;;;;;;;;;4;"Save the guest:
 # virsh save rhel7.3 /tmp/save";​​;;RedHatEnterpriseLinux7/RHEL7-59118
1297;;;;;;;;;5;Check the virtlogd log;"nclients=1 and nclients=0(in order) are found in the log.
 
 Output: 
 2017-10-10 07:35:33.693+0000: 5798: debug : virNetServerCheckLimits:253 : Checking client-related limits to re-enable or temporarily suspend services: nclients=1 nclients_max=1024 nclients_unauth=0 nclients_unauth_max=1024
 2017-10-10 07:35:33.694+0000: 5798: debug : virNetServerCheckLimits:253 : Checking client-related limits to re-enable or temporarily suspend services: nclients=0 nclients_max=1024 nclients_unauth=0 nclients_unauth_max=1024
 
​​";;RedHatEnterpriseLinux7/RHEL7-59118
1297;;;;;;;;;6;"Restore the guest:
 #virsh restore /tmp/save";​​;;RedHatEnterpriseLinux7/RHEL7-59118
1297;;;;;;;;;7;"Check the virtlogd og  
​​";"nclients=1 and nclients=0(in order) are found in the log.
 
 Output: 
 2017-10-10 07:37:12.088+0000: 5991: debug : virNetServerCheckLimits:253 : Checking client-related limits to re-enable or temporarily suspend services: nclients=1 nclients_max=1024 nclients_unauth=0 nclients_unauth_max=1024
 2017-10-10 07:37:13.982+0000: 5991: debug : virNetServerCheckLimits:253 : Checking client-related limits to re-enable or temporarily suspend services: nclients=0 nclients_max=1024 nclients_unauth=0 nclients_unauth_max=1024 
​​";;RedHatEnterpriseLinux7/RHEL7-59118
1298;RHEL7-59182;List all manageable servers on a daemon;List all manageable servers on a daemon;Fangge Jin (fjin);Medium;Positive;Automated;;1;"0. Make sure libvirtd.service is active
 # systemctl status libvirtd
 
​​";"● libvirtd.service - Virtualization daemon
    Loaded: loaded (/usr/lib/systemd/system/libvirtd.service; enabled; vendor preset: enabled)
    Active: active (running) since 三 2016-07-06 17:07:23 CST; 25s ago";Test Case;RedHatEnterpriseLinux7/RHEL7-59182
1298;;;;;;;;;2;"1. # virt-admin srv-list
 
​​";"There are two servers that can be managed by admin daemon: libvirtd and admin itself
 
  Id    Name           
 ---------------
  0     libvirtd       
  1     admin         ";;RedHatEnterpriseLinux7/RHEL7-59182
1299;RHEL7-59185;Get threadpool attributes from a server;Get threadpool attributes from a server;Fangge Jin (fjin);Medium;Positive;Automated;;1;"Set the following parameters in libvirtd.conf:
 min_workers = 6
 max_workers = 21
 prio_workers = 7
 admin_min_workers = 2
 admin_max_workers = 6
 
 # systemctl restart libvirtd
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59185
1299;;;;;;;;;2;# virt-admin srv-list;" Id    Name           
 ---------------
  0     libvirtd       
  1     admin        ";;RedHatEnterpriseLinux7/RHEL7-59185
1299;;;;;;;;;3;"# virt-admin srv-threadpool-info libvirtd
 
 
​​";"The value of prioWorkers, minWorkers and maxWorkers should be same as the values set in libvirtd.conf.
 
 Output of virt-admin command:
 minWorkers     : 6
 maxWorkers     : 21
 nWorkers       : 6
 freeWorkers    : 6
 prioWorkers    : 7
 jobQueueDepth  : 0
​​";;RedHatEnterpriseLinux7/RHEL7-59185
1299;;;;;;;;;4;"# virt-admin srv-threadpool-info admin
 
 
 
​​";"The value of minWorkers and maxWorkers should be same as the values set in libvirtd.conf.
 
 Output of virt-admin command:
 minWorkers     : 2
 maxWorkers     : 6
 nWorkers       : 2
 freeWorkers    : 0
 prioWorkers    : 0
 jobQueueDepth  : 0";;RedHatEnterpriseLinux7/RHEL7-59185
1300;RHEL7-59186;Increase minWorkers of libvirtd at runtime - maxWorkers >= new minWorkers > nWorkers;Increase minWorkers of libvirtd at runtime - maxWorkers >= new minWorkers > nWorkers, it will be set successfully and new nWorkers will be spawned (until nWorkers==new minWorkers);Fangge Jin (fjin);Critical;Positive;Automated;;1;"Make sure libvirtd.service is active
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;2;"Get current threadpool attributes:
 
 # virt-admin srv-threadpool-info libvirtd
 minWorkers     : 5
 maxWorkers     : 20
 nWorkers       : 5
 freeWorkers    : 5
 prioWorkers    : 5
 jobQueueDepth  : 0
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;3;"1. nWorkers < new minWorkers < maxWorkers
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;4;#  virt-admin srv-threadpool-set libvirtd --min-workers 10;​​;;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;5;"# virt-admin srv-threadpool-info libvirtd
 
 
​​";"The minWorkers and nWorkers are 10:
 
 minWorkers     : 10
 maxWorkers     : 20
 nWorkers       : 10
 freeWorkers    : 10
 prioWorkers    : 5
 jobQueueDepth  : 0";;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;6;2. nWorkers < new minWorkers = maxWorkers;​​;;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;7;"#  virt-admin srv-threadpool-set libvirtd --min-workers 20
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59186
1300;;;;;;;;;8;"# virt-admin srv-threadpool-info libvirtd
​​";"The minWorkers and nWorkers are 20:
 
 minWorkers     : 20
 maxWorkers     : 20
 nWorkers       : 20
 freeWorkers    : 20
 prioWorkers    : 5
 jobQueueDepth  : 0";;RedHatEnterpriseLinux7/RHEL7-59186
1301;RHEL7-59203;[virtio-win][vioser] Transfer 4M data via virtio serial channel;[virtio-win][vioser] Transfer 4M data via virtio serial channel;Yu Wang (wyu);Medium;Positive;Not Automated;;1;" 1. boot a guest with virtio serial device attached
 CLI:...-device virtio-serial-pci,id=virtio-serial0,max_ports=511,bus=pci.0 -chardev socket,id=channel0,path=/tmp/tty1,server,nowait -device virtserialport,chardev=channel0,name=org.linux-kvm.port.0,bus=virtio-serial0.0,id=port0   
"; Guest boot up successfully without any error.;Test Case;RedHatEnterpriseLinux7/RHEL7-59203
1301;;;;;;;;;2;"2. Check whether vioser.sys verifier enabled in guest:
     #verifier /querysettings (run as administrator)
     If No ,enabled vioser.sys verifier:
     #verifier.exe /standard /driver vioser.sys  (run as administrator)
     then reboot the guest and recheck
     #verifier /querysettings";"All the Standards flags are checked ,the verified driver fields shows ""vioser.sys""";;RedHatEnterpriseLinux7/RHEL7-59203
1301;;;;;;;;;3;3. nc -U /tmp/tty1 to listen to socket on host.;Socket listening start.;;RedHatEnterpriseLinux7/RHEL7-59203
1301;;;;;;;;;4;"4. Run cmd in guest
 #copy 4Mfile \\Global.\org.linux-kvm.port.
";The file is transferred successfully, and qemu no core dump occur.;;RedHatEnterpriseLinux7/RHEL7-59203
1302;RHEL7-59204;[virtio-win][vioser] Transfer data using benchmarking tool;[virtio-win][vioser] Transfer data using benchmarking tool;Yu Wang (wyu);High;Positive;Not Automated;;1;"1 Boot VM with max_ports=511
 eg: -device virtio-serial-pci,id=virtio-serial0,max_ports=511 -chardev socket,id=channel1,path=/tmp/helloworld1,server,nowait -device virtserialport,chardev=channel1,name=com.redhat.rhevm.vdsm1,bus=virtio-serial0.0,id=port1";" Guest boot up successfully without any error.
​​";Test Case;RedHatEnterpriseLinux7/RHEL7-59204
1302;;;;;;;;;2;"2. Check whether vioser.sys verifier enabled in guest:
     #verifier /querysettings (run as administrator)
     If No ,enabled vioser.sys verifier:
     #verifier.exe /standard /driver vioser.sys  (run as administrator)
     then reboot the guest and recheck
     #verifier /querysettings
​​";"All the Standards flags are checked ,the verified driver fields shows ""vioser.sys""
​​";;RedHatEnterpriseLinux7/RHEL7-59204
1302;;;;;;;;;3;3. copy benchmark.exe to guest;3 no error;;RedHatEnterpriseLinux7/RHEL7-59204
1302;;;;;;;;;4;"4 run command on host
 #nc -U /tmp/helloworld1
​​";4 no error;;RedHatEnterpriseLinux7/RHEL7-59204
1302;;;;;;;;;5;"5 run write data with benchmark on guest
 USAGE: benchmark <type> <port_name> [-s <request_size>] [-c <concurrency>] [-t <time>]
 example:benchmark w com.redhat.rhevm.vdsm1 -s 8192 -c 2 -t 10";"5 guest can trasfer data successfully
​​";;RedHatEnterpriseLinux7/RHEL7-59204
1302;;;;;;;;;6;"6 run read data with benchmark on guest
 USAGE: benchmark <type> <port_name> [-s <request_size>] [-c <concurrency>] [-t <time>]
 example:benchmark r com.redhat.rhevm.vdsm1 -s 8192 -c 2 -t 10";"6 no error
​​";;RedHatEnterpriseLinux7/RHEL7-59204
1302;;;;;;;;;7;"7. type some random data on host
 example :#nc -U /tmp/helloworld1
                helloworld
​​";"7 run read data with benchmark on guest
 Reading into 16384 byte buffers, 1 parallel requests, for 5 seconds
 Parallelism 1, throghput 11
​​";;RedHatEnterpriseLinux7/RHEL7-59204
1303;RHEL7-59208;Tune threadpool attributes to an invalid value;"Tune the threadpool attributes to an invalid value, there is a bug about it:
 Bug 1356769-The integers in output of some virt-admin commands should not be signed";Fangge Jin (fjin);High;Negative;Automated;;1;"Make sure libvirtd.service is active
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;2;"Get current threadpool attributes:
 
 # virt-admin srv-threadpool-info libvirtd
 minWorkers     : 5
 maxWorkers     : 20
 nWorkers       : 5
 freeWorkers    : 5
 prioWorkers    : 5
 jobQueueDepth  : 0";​​;;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;3;"1) Set to a value more than 2^32 -1=4294967295
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;4;"virt-admin # srv-threadpool-set libvirtd --max-workers 1000000000000000000000000000000
 
​​";"error: Numeric value '1000000000000000000000000000000' for <max-workers> option is malformed or out of range
 error: Unable to parse integer parameter 'max-workers'";;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;5;"2) Set to a negative value
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;6;"virt-admin # srv-threadpool-set libvirtd --min-workers -1
 
​​";"error: Numeric value '-1' for <min-workers> option is malformed or out of range
 error: Unable to parse integer parameter 'min-workers'";;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;7;"3) Set to a string
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59208
1303;;;;;;;;;8;"virt-admin # srv-threadpool-set libvirtd --max-workers 3ffff
 error: Numeric value '3ffff' for <max-workers> option is malformed or out of range
 error: Unable to parse integer parameter 'max-workers'
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59208
1304;RHEL7-59209;[perf] Define&start guest with(out) perf attribute in guest xml;;Yalan Zhang (yalzhang);Medium;Positive;Not Automated;;1;"From libvirt-2.0.0, libvirt add support for perf event mbmt and mbml. refer to libvirt.org 
 You should borrow a host that support intel MBM, that is a host with cpu intel E5-2600 v4 Boardwell-EP refert to memory-bandwidth-monitoring-usage-models . 
 Such as this host dell-per730-02.khw.lab.eng.bos.redhat.com 
 the E5-2600 v4 Boardwell-EP cpu support cmt together with mbm, you can check it:
 # cat /proc/cpuinfo | grep flags | uniq
 flags        : ...... ** cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local **
 
​​";"borrow a host with cpu intel E5-2600 v4 Boardwell-EP
​​";Test Case;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;2;Scenario 1: define&start a guest without perf element in guest xml;​​;;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;3;"# virsh dumpxml rhel7.2 | grep perf
 # 
 (no output)
 # virsh start rhel7.2
 Domian rhel7.2 started
 # virsh perf rhel7.2
 cmt            : disabled
 mbmt           : disabled
 mbml           : disabled
 
​​";"default is disabled
 And for a host without cmt, mbm support, the result is the same
​​";;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;4;Scenario 2: define&start a guest with perf element enabled in xml;​​;;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;5;"1. Edit the xml to include these contents
 # cat  rhel7.2.xml
 ...
   <perf>
     <event name='cmt' enabled='yes'/>
     <event name='mbmt' enabled='yes'/>
     <event name='mbml' enabled='yes'/>
   </perf>
 ...
 # virsh define rhel7.2.xml
 Domain rhel7.2 defined from rhel7.2.xml
 # virsh start rhel7.2
 Domain rhel7.2 started
 
​​";"The guest can be started with cmt, mbmt and mbml enabled.
​​";;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;6;"2. # virsh perf rhel7.2
 cmt            : enabled
 mbmt           : enabled
 mbml           : enabled
 
 3. # virsh domstats rhel7.2 --perf
 Domain: 'rhel7.2'
   perf.cmt=14008320
   perf.mbmt=97935360
   perf.mbml=78970880
​​";"2. the perf event status is same as what we set
 3. check the output
​​";;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;7;Scenario 3: define&start a guest with perf element  disabled in xml;​​;;RedHatEnterpriseLinux7/RHEL7-59209
1304;;;;;;;;;8;"# vi rhel7.2.xml
 # virsh define rhel7.2.xml
 Domain rhel7.2 defined from rhel7.2.xml
 
 # virsh start rhel7.2
 Domain rhel7.2 started
 
 # virsh perf rhel7.2
 cmt            : disabled
 mbmt           : disabled
 mbml           : disabled
 
 # virsh domstats rhel7.2 --perf
 Domain: 'rhel7.2'
 (no perf related statistics)
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59209
1305;RHEL7-59312;[perf] enable&disable multiple perf events in one command;Bug 1346730 - libvirt will enable perf event which user want disable it;Yalan Zhang (yalzhang);Medium;Positive;Not Automated;;1;1 start guest & check perf event;​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59312
1305;;;;;;;;;2;"# virsh start rhel7.2 
 Domain rhel7.2 started
 
 # virsh perf rhel7.2 
 cmt            : disabled
 mbmt           : disabled
 mbml           : disabled
 
​​";"
​​";;RedHatEnterpriseLinux7/RHEL7-59312
1305;;;;;;;;;3;"# virsh domstats rhel7.2 --perf
 Domain: 'rhel7.2'";​​;;RedHatEnterpriseLinux7/RHEL7-59312
1305;;;;;;;;;4;2 combine the cmt, mbml and mbmt;​​;;RedHatEnterpriseLinux7/RHEL7-59312
1305;;;;;;;;;5;"test below matirx:
 cmt enabled | mbml enabled | mbmt enabled
 1. -----Y--------| -----Y--------------|-----Y-------    
 2. -----Y--------|-------Y-------------|------N------
 3.-----Y--------|-------N-------------|------Y------
 4.-----N--------|-------Y-------------|------Y------";​​;;RedHatEnterpriseLinux7/RHEL7-59312
1305;;;;;;;;;6;"
 take 2 as eaxmple 
 
 # virsh perf rhel7.2
 cmt            : disabled
 mbmt           : disabled
 mbml           : disabled
 
 # virsh perf rhel7.2 --enable cmt,mbml --disable mbmt
 
 # virsh perf rhel7.2
 cmt            : enabled
 mbmt           : disabled
 mbml           : enabled
 
 # virsh domstats rhel7.2 --perf
 Domain: 'rhel7.2'
   perf.cmt=xxx
   perf.mbml=xxx
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59312
